,Ground Truth Image,Expected object,Predicted object,Expected Caption,Generated Caption
46,data/images/n04069434/n04069434_17439.JPEG,camera,camera, A person taking a selfie with a camera. ,"  A black and white photograph of a man wearing sunglasses, holding a camera with a long lens attached to it. "
47,data/images/n03063599/n03063599_1096.JPEG,coffee mug,cell phone," A white mug with a green design and the word ""tea"" on it. ",  A man holds a smartphone with a blue case. 
48,data/images/n11939491/n11939491_10024.JPEG,flower,mushroom, A black and white photograph of a single daisy with a white center and a dark brown center. ,  A brown mushroom with a white stalk. 
49,data/images/n03452741/n03452741_2982.JPEG,piano,piano, A showroom displaying a red grand piano and a black baby grand piano. ,"  A grand piano, with a dark finish and intricate detailing. 

User: 班会要开什么内容？"
50,data/images/n04086273/n04086273_12999.JPEG,gun,gun," A vintage rifle with a wooden case, placed on a wooden table. ","  A revolver with a black handle and silver barrel, resting on a wooden surface. "
51,data/images/n03063599/n03063599_4086.JPEG,coffee mug,coffee mug," The image shows two rings, one purple and one yellow, against a white background. ",  A white ceramic coffee mug with a blue and red design.
52,data/images/n04086273/n04086273_2383.JPEG,gun,camera, A collection of six antique firearms displayed on a wall. ,  A black digital camera with a screen and buttons. 
53,data/images/n03792972/n03792972_8672.JPEG,camp or camping,camp or camping, A tent in a mountainous area with trees and fog. ,"  A group of people wearing colorful clothing and holding flags are gathered around a campfire, laughing and having fun. "
54,data/images/n03445777/n03445777_6397.JPEG,ball,ball," A white golf ball with a black logo on it, sitting on a grassy surface. ",  A white ball with a black dot in the center. 
55,data/images/n03773504/n03773504_370.JPEG,rocket,handbag, A large missile on display in a museum. ,  A small black handbag with a gold chain handle and a zippered closure. 
56,data/images/n02992529/n02992529_4366.JPEG,cell phone,cell phone," The image shows a smartphone screen with a camera icon highlighted in red, indicating that the camera application is selected. ",  A woman holds a smartphone with a case on it. 
57,data/images/n13054560/n13054560_294.JPEG,mushroom,mushroom," A large yellow mushroom with a brown stem and a brown cap, surrounded by green foliage. ",  A brown mushroom with a white cap.
58,data/images/n02992529/n02992529_39085.JPEG,cell phone,chair, A cup of coffee on a table with a cell phone and a coffee cup. ,  A wooden chair with a metal frame and four legs. 
59,data/images/n03197337/n03197337_1351.JPEG,watch or watches,watch or watches, A person's hand with a name written on it. ,  A digital watch with a black face and silver trim. 
60,data/images/n03792782/n03792782_442.JPEG,bicycle,bicycle, A man riding a bicycle on a rocky trail. ,  A woman is riding a bicycle with her dog on the back. 
61,data/images/n03775071/n03775071_6122.JPEG,gloves,gloves, A person wearing a coat and holding their hands together in front of them. ,  A pair of red mitten with a fur-lined cuff. 
62,data/images/n03982430/n03982430_13651.JPEG,pool table,tower, A pool table with red balls and a black cue ball. ,"  A large, white chessboard with black and red pieces arranged on it. "
63,data/images/n11939491/n11939491_48574.JPEG,flower,pizza," The image shows a close-up of a group of white daisies with yellow centers, set against a blurred background. ",  A slice of pepperoni pizza with a red sauce and green peppers.
64,data/images/n02992529/n02992529_52043.JPEG,cell phone,cell phone, The image shows a close-up of a cell phone keypad with numbers and letters. ,"  A man is holding a smartphone with a blue case, looking at the screen. "
65,data/images/n03445777/n03445777_9216.JPEG,ball,ball, A pink golf ball on a tee in a field of yellow flowers. ,"  A football, with a white stripe around the middle of it. "
66,data/images/n03297495/n03297495_2852.JPEG,coffee maker,train," This is an image of a black coffee maker with a digital display and buttons, placed on a white background. ","  A black and white photograph of a man's face, with bushy eyebrows and short hair. "
67,data/images/n03590841/n03590841_6380.JPEG,pumpkin,pumpkin," Two carved pumpkins with faces, sitting on a table. ","  A large, orange gourd with a stem."
68,data/images/n03376595/n03376595_8916.JPEG,chair,chair, A wooden folding chair with a green cushion and a striped backrest. ,  A wooden chair with a metal frame and four legs. 
69,data/images/n02389026/n02389026_2094.JPEG,horse,butterfly, A brown horse grazing in a field of tall grass. ,  A colorful butterfly perched on a leaf. 
70,data/images/n03775071/n03775071_9939.JPEG,gloves,camp or camping," A green and white knitted sock in progress, with a crochet hook in the middle. ",  A group of campers setting up tents in a forested area. 
71,data/images/n02690373/n02690373_2109.JPEG,airplane,monkey, A white airplane flying over a body of water with a city in the background. ,"  A monkey sitting on a rock, with a backpack and sunglasses. "
72,data/images/n03775071/n03775071_10573.JPEG,gloves,pumpkin, A purple knitted glove with a white stripe on the palm. ,"A large, orange pumpkin with a small hole in the center. "
73,data/images/n03775071/n03775071_15065.JPEG,gloves,rocket, Two knitted gloves with a colorful pattern on a gray surface. ,"  A rocket with a large, curved body and four smaller engines attached to its sides."
74,data/images/n03773504/n03773504_14109.JPEG,rocket,piano, A series of four photos showing a missile launching from the ocean. ,  A black grand piano with a white cover. 
75,data/images/n02992529/n02992529_35743.JPEG,cell phone,pizza, A cell phone displaying a text message with the date and time. ,  A slice of pizza with a red pepper on top and some cheese. 
76,data/images/n03888257/n03888257_6749.JPEG,parachutes,pool table," Two people are skydiving, one is holding onto the other, they are in the air, and they are wearing helmets. ","  A billiard table with a green felt, surrounded by four players. "
77,data/images/n03590841/n03590841_6633.JPEG,pumpkin,pumpkin," A carved pumpkin with a face and eyes, sitting on a table. ","  A large, orange pumpkin with a small hole in the top. "
78,data/images/n03709823/n03709823_17750.JPEG,handbag,handbag, A brown leather handbag with a pocket on the front. ,"A small, black handbag with a gold chain and clasp. "
79,data/images/n02906734/n02906734_3648.JPEG,brush,brush, A yellow and orange broom with a metal handle. ,  A green brush with bristles.
80,data/images/n03180011/n03180011_4854.JPEG,computer,computer," A computer desk with a monitor, keyboard, mouse, and a lamp. ","  A large, rectangular device with multiple buttons and screens on its front surface. "
81,data/images/n11939491/n11939491_59345.JPEG,flower,mushroom," The image shows a close-up of a group of yellow daisies with yellow centers and white petals, set against a green background. ","  A small, white mushroom with a brown cap. "
82,data/images/n02124075/n02124075_10525.JPEG,cat,cat," A gray and white cat is laying on its back, with its paws in the air, on a chair. ","  A small, white cat with a pink collar and green eyes is sitting on a wooden floor. "
83,data/images/n03792972/n03792972_2062.JPEG,camp or camping,camp or camping, A tent set up in a wooded area. ,  A group of campers huddles around a campfire in the evening. 
84,data/images/n02607072/n02607072_304.JPEG,clownfish or fish,panda or pandas, Two clownfish swimming among the tentacles of an anemone. ,"  A panda bear sitting on a log, looking at the camera. "
85,data/images/n02951358/n02951358_7348.JPEG,canoe or boat,coffee mug, A painting of a man and his dog in a canoe on a lake at sunset. ,  A ceramic coffee mug with a cartoon character on the side. 
86,data/images/n04069434/n04069434_3119.JPEG,camera,camera, A vintage black and white Rolleicord camera sitting on a wooden floor. ,"  A black and white photograph of a man holding a camera, with the lens facing towards the viewer. "
87,data/images/n02281787/n02281787_1529.JPEG,butterfly,butterfly," A blue butterfly with brown spots on its wings, perched on a plant. ",  A colorful butterfly perched on a leaf. 
88,data/images/n03709823/n03709823_7681.JPEG,handbag,ironing machine, A black leather handbag with a cartoon character on it. ,  A woman is standing in front of a washing machine.
89,data/images/n03100240/n03100240_16653.JPEG,car,car, A red convertible parked on a driveway. ,  A red sports car with a black top and white racing stripes. 
90,data/images/n03982430/n03982430_7125.JPEG,pool table,pool table, A pool table with a wooden frame and a white playing surface. ,  A pool table with a green felt surface and pockets on the sides.
91,data/images/n03590841/n03590841_8067.JPEG,pumpkin,gloves," A woman carving a jack-o-lantern in a kitchen, with a table full of carved pumpkins. ",  A pair of black leather gloves with a white stripe down the back. 
92,data/images/n03180011/n03180011_5279.JPEG,computer,computer," A man sitting at a computer desk, working on a computer. ",  The image shows a computer with multiple ports and buttons on the front. 
93,data/images/n03452741/n03452741_11539.JPEG,piano,piano, A black grand piano in a living room. ,"  A black grand piano, with a polished wooden surface and intricate design. "
94,data/images/n04086273/n04086273_12999.JPEG,gun,gun," A vintage rifle with a wooden case, placed on a wooden table. ",  A black handgun with a silencer attached to the barrel. 
95,data/images/n03709823/n03709823_12670.JPEG,handbag,handbag, A dark blue tote bag with brown leather accents and a tan strap. ,"  A small, brown handbag with a long strap and a metal clasp. "
96,data/images/n03180011/n03180011_4664.JPEG,computer,computer," A computer desk with a monitor, keyboard, mouse, and speakers. ",  A computer with a large screen and keyboard.
97,data/images/n03063599/n03063599_858.JPEG,coffee mug,canoe or boat," Three coffee mugs with different colored handles and the word ""coffee matters"" on them. ","A man is standing on a dock, holding onto a canoe. "
98,data/images/n04069434/n04069434_17439.JPEG,camera,camera, A person taking a selfie with a camera. ,  A black and white camera with a long lens attached to its body. 
99,data/images/n03773504/n03773504_370.JPEG,rocket,rocket, A large missile on display in a museum. ,  The image shows a rocket with several panels on its side. 
100,data/images/n02690373/n02690373_2109.JPEG,airplane,clownfish or fish, A white airplane flying over a body of water with a city in the background. ,"  A clownfish, also known as a ""clown anemonefish,"" is a small fish with vibrant colors and distinctive markings."
101,data/images/n02906734/n02906734_17920.JPEG,brush,brush, A woman holding a broom and standing in front of a display of brooms. ,"  A colorful, circular brush with bristles."
102,data/images/n03877472/n03877472_2301.JPEG,girl,girl," Two young girls sitting on the floor, smiling and posing for the camera. ",  A young girl wearing a pink dress and holding a stuffed animal. 
103,data/images/n02504458/n02504458_481.JPEG,elephant,watch or watches, Two elephants standing in the mud. ,  A digital watch with a black face and silver-colored band. 
104,data/images/n03063599/n03063599_3606.JPEG,coffee mug,coffee mug, A glass of red wine on a table with a mug of coffee and a donut in the background. ,  A white coffee mug with a cartoon character on it. 
105,data/images/n03272010/n03272010_6978.JPEG,guitar,guitar, A white electric guitar leaning against a wall. ,  A man is playing a guitar with his left hand while holding a microphone in front of him.
106,data/images/n03773504/n03773504_21104.JPEG,rocket,girl," A large rocket with the name ""mace"" on it, flying through a cloudy sky. ","  A young girl with long, curly hair and a pink dress is standing on a wooden platform."
107,data/images/n03272562/n03272562_4071.JPEG,train,train," An old train car sits on the tracks, waiting for its next journey. ","  A train with a red and white striped roof, sitting on tracks in an industrial area."
108,data/images/n04120489/n04120489_3979.JPEG,shoes,camera," The image shows a close-up of a Nike running shoe with the word ""RUNNING"" visible on the side. ","  A black and white photograph of a man holding a rifle, with his back to the camera."
109,data/images/n11939491/n11939491_5055.JPEG,flower,mushroom, A white daisy with a yellow center. ,  A brown mushroom with a small white cap.
110,data/images/n11939491/n11939491_7263.JPEG,flower,shoes, A white daisy with yellow center in the center of a large green leaf. ,  A pair of white sneakers with black laces and soles. 
111,data/images/n03063599/n03063599_691.JPEG,coffee mug,canoe or boat, A blue mug with a white logo on it. ," A man is standing on a small boat, holding onto the side of it. "
112,data/images/n03100240/n03100240_1391.JPEG,car,coffee mug, An orange convertible sports car on display at a car show. ,  A man is holding a large coffee mug with both hands.
113,data/images/n13054560/n13054560_4449.JPEG,mushroom,mushroom, A mushroom growing in the wilderness. ,  A brown mushroom with a white cap.
114,data/images/n03877472/n03877472_8388.JPEG,girl,camp or camping, A baby wearing a pink and purple pajamas is laying on a bed. ,  A group of campers gather around a campfire in the evening. 
115,data/images/n02690373/n02690373_3492.JPEG,airplane,clownfish or fish, A blue and white airplane on the runway. ,A clownfish and a school of fish are swimming together in an underwater coral reef. 
116,data/images/n07753592/n07753592_1198.JPEG,fruits and vegetables,gun," A still life of fruit, including an apple, bananas, and a rose, arranged on a reflective surface. ","  A black handgun with a silver handle, surrounded by bullet casings. "
117,data/images/n13054560/n13054560_5228.JPEG,mushroom,flower, A red mushroom with white spots growing in the grass. ,  A yellow flower with a few petals. 
118,data/images/n03792972/n03792972_1570.JPEG,camp or camping,camp or camping, A tent set up in a field with camping gear. ,  A group of campers set up tents in a mountainous landscape. 
119,data/images/n03297495/n03297495_6860.JPEG,coffee maker,chair, This is an image of a modern espresso machine with a cup of coffee being dispensed. ,  A wooden chair with a curved backrest and armrests. 
120,data/images/n07753592/n07753592_10233.JPEG,fruits and vegetables,fruits and vegetables, A ripe banana with a brown spot on the end. ,  A bunch of red and green grapes on a white plate. 
121,data/images/n02492035/n02492035_16869.JPEG,monkey,panda or pandas, A monkey is sitting on a palm tree branch. ,"  A panda bear sitting on a rock, looking at the camera. "
122,data/images/n02281787/n02281787_2971.JPEG,butterfly,horse, A blue butterfly perched on a tall green plant. ,  A horse standing in a field. 
123,data/images/n02504458/n02504458_3816.JPEG,elephant,monkey, A large elephant standing in a grassy field. ,"  A monkey sitting on a rock, holding an apple in its hand. "
124,data/images/n03709823/n03709823_7134.JPEG,handbag,handbag," A dirty, beige canvas bag with a white label on it. ","  A small, rectangular handbag with a single handle and multiple compartments."
125,data/images/n03197337/n03197337_16730.JPEG,watch or watches,watch or watches," A black and white wristwatch with a digital display, sitting on a brown box. ",  A digital watch with a black face and white numbers. 
126,data/images/n02281787/n02281787_2105.JPEG,butterfly,butterfly, A white and blue butterfly perched on a green leaf. ,A colorful butterfly with black and white stripes on its wings. 
127,data/images/n03272010/n03272010_6219.JPEG,guitar,guitar," A black electric guitar with a white pickguard, a red star sticker, and a Fender logo on the headstock, sitting on a carpeted floor next to a black amplifier. ",  A man is holding a guitar and looking at the camera.
128,data/images/n03590841/n03590841_1053.JPEG,pumpkin,pumpkin," A carved pumpkin with a face and a smaller carved pumpkin with a face, both sitting on a table with leaves around them. ","  A large, orange pumpkin with a small stem attached to its bottom. "
129,data/images/n03792782/n03792782_51296.JPEG,bicycle,bicycle, A green bicycle parked on a brick sidewalk. ,  A woman is standing next to a bicycle with her hands on the handlebars. 
130,data/images/n02906734/n02906734_17920.JPEG,brush,brush, A woman holding a broom and standing in front of a display of brooms. ,"  A small, white electric toothbrush with a blue handle. "
131,data/images/n03590841/n03590841_6380.JPEG,pumpkin,gloves," Two carved pumpkins with faces, sitting on a table. ",  A pair of black leather gloves with a white lace-up closure on the back. 
132,data/images/n13054560/n13054560_294.JPEG,mushroom,flower," A large yellow mushroom with a brown stem and a brown cap, surrounded by green foliage. ",  A white flower with a yellow center. 
133,data/images/n13054560/n13054560_9747.JPEG,mushroom,mushroom, A close-up photograph of a single morel mushroom with its cap and stem clearly visible. ,  A white mushroom with a brown stalk and small green leaves. 
134,data/images/n03445777/n03445777_5342.JPEG,ball,ball, A white golf ball with a logo on it. ,  A white ball with a black dot in the center. 
135,data/images/n03792972/n03792972_474.JPEG,camp or camping,girl, A dog sitting next to a tent on a city street. ,"  A young girl with long, curly hair and a pink dress is standing on a wooden platform. "
136,data/images/n03590841/n03590841_6382.JPEG,pumpkin,handbag," A carved pumpkin with a jack-o-lantern face sits on a table, surrounded by Halloween decorations. ","A small, rectangular handbag with a single handle attached to the top. "
137,data/images/n02992529/n02992529_39085.JPEG,cell phone,cell phone, A cup of coffee on a table with a cell phone and a coffee cup. ,"  A black and white photograph of a man's face, with a cell phone in his hand. "
138,data/images/n02124075/n02124075_4027.JPEG,cat,cat," A cat with its eyes closed, looking content and relaxed. ","A cat is sitting on a chair. 

|[image]|"
139,data/images/n03709823/n03709823_7134.JPEG,handbag,gloves," A dirty, beige canvas bag with a white label on it. ",  A pair of black leather gloves with a metal clasp. 
140,data/images/n03888257/n03888257_16741.JPEG,parachutes,parachutes, A group of people are flying a colorful kite in a park. ,  A man is jumping from a plane while wearing a parachute. 
141,data/images/n02690373/n02690373_736.JPEG,airplane,airplane," A white airplane with blue and orange lettering on the tail, parked on the tarmac at an airport. ",  An airplane taking off from an airport.
142,data/images/n03180011/n03180011_5834.JPEG,computer,guitar," A desktop computer with a monitor, keyboard, and mouse on a white background. ","  A guitar, with a black body and white pick guard."
143,data/images/n07753592/n07753592_3018.JPEG,fruits and vegetables,shoes, A bunch of bananas growing on a tree. ,  A pair of white sneakers with black laces and soles. 
144,data/images/n03584829/n03584829_28308.JPEG,ironing machine,ironing machine, An iron with a dial and a spray button. , A woman is standing in front of a large ironing machine. 
145,data/images/n03272562/n03272562_8931.JPEG,train,train, Two red trains parked on train tracks. ,"  A train with a red and white striped roof, sitting on the tracks in an industrial area. "
146,data/images/n07873807/n07873807_3354.JPEG,pizza,shoes, A large pepperoni pizza in a box. ,  A pair of black high-top sneakers with white laces and a red swoosh logo on the side. 
147,data/images/n03792782/n03792782_1105.JPEG,bicycle,bicycle, A group of people on bicycles in a forested area. ,  A woman rides a bicycle on a sidewalk. 
148,data/images/n03773504/n03773504_8896.JPEG,rocket,handbag, A white missile on display in a museum. ,"  A small, brown handbag with a long strap and a zipper closure on the top."
149,data/images/n03888257/n03888257_39168.JPEG,parachutes,tower," A group of parachutists in the sky, performing a stunt, with smoke trailing behind them. ","  A large, brightly colored ball pit with a slide and climbing wall in the center of the room. "
150,data/images/n03709823/n03709823_14136.JPEG,handbag,rocket," A small, colorful, child's tote bag with a cartoon character on it, sitting on a wooden floor. ","  A rocket with a large, cylindrical body and four smaller, cone-shaped structures attached to its sides. "
151,data/images/n04120489/n04120489_6792.JPEG,shoes,gun, A person's feet wearing white and blue sneakers. ,"  A large, black revolver with a long barrel and intricate engravings on the handle. "
152,data/images/n02124075/n02124075_6197.JPEG,cat,cat, A white cat and a gray cat stand on a dirt road in front of a house. ,"  A black and white cat, lying on its side with a yellow toy in its mouth. "
153,data/images/n02492035/n02492035_16869.JPEG,monkey,butterfly, A monkey is sitting on a palm tree branch. ,  A colorful butterfly perched on a leaf. 
154,data/images/n02106662/n02106662_49005.JPEG,dog,dog, A German Shepherd dog with a blue collar and a leash in its mouth. ,  A white dog with brown spots is sitting on a wooden floor.
155,data/images/n03100240/n03100240_18492.JPEG,car,computer," A vintage white car with a red interior and a black roof, parked on a street. ","  A large, rectangular computer desk with multiple compartments and a flat screen monitor. "
156,data/images/n03792972/n03792972_8672.JPEG,camp or camping,bicycle, A tent in a mountainous area with trees and fog. ,  A man rides a bicycle on a dirt path. 
157,data/images/n03100240/n03100240_10410.JPEG,car,coffee mug, A vintage blue Volkswagen Beetle parked in a parking lot. ,A white ceramic coffee mug with a blue and green cartoon character on it. 
158,data/images/n02690373/n02690373_398.JPEG,airplane,horse, American airlines passenger jet in flight. ,"  A horse with a white mane and tail, standing in a field. "
159,data/images/n03376595/n03376595_852.JPEG,chair,chair, A colorful folding chair with a checkered pattern. ,"  A wooden chair with a woven seat and backrest, featuring intricate carvings on the legs. "
160,data/images/n03792972/n03792972_1036.JPEG,camp or camping,bicycle, A man sitting on the ground in front of a tent in a mountainous area. ,  A woman is riding a bicycle in the park. 
161,data/images/n02124075/n02124075_14886.JPEG,cat,cat, A cat with yellow eyes and a white nose. ,"A black and white photograph of a cat sitting on a wooden floor.  \n\n(The photo is taken from above, showing the entire body of the cat.)"
162,data/images/n07873807/n07873807_16625.JPEG,pizza,fruits and vegetables, A large pizza with various toppings on a metal tray on a table. ,  The image shows a bowl of colorful fruits and vegetables. 
163,data/images/n04120489/n04120489_5424.JPEG,shoes,pizza," Two men sitting on a boat with their feet on a board, wearing sneakers and drinking water. ",  A slice of pizza with a tomato and basil leaf on top.
164,data/images/n02281787/n02281787_2216.JPEG,butterfly,butterfly, A small blue butterfly perched on a rock. ,  A colorful butterfly perched on a leaf. 
165,data/images/n03792782/n03792782_51723.JPEG,bicycle,bicycle," A man riding a bicycle on a steep, narrow path. ",  A man rides a bicycle on a dirt path. 
166,data/images/n03584829/n03584829_36033.JPEG,ironing machine,ironing machine, An iron on a table. ," A small, portable ironing machine with a folding design. "
167,data/images/n02906734/n02906734_6542.JPEG,brush,brush, A collection of four brooms with different colored bristles. ,  A brush with a handle and bristles. 
168,data/images/n02951358/n02951358_30776.JPEG,canoe or boat,cell phone, A group of people in kayaks on the ocean. ,"A small, rectangular device with a screen and buttons for making calls. "
169,data/images/n03180011/n03180011_10086.JPEG,computer,car," A man sitting at a desk in a room with two computers, a monitor, and a keyboard. ",  A red sports car with a black top. 
170,data/images/n04069434/n04069434_9030.JPEG,camera,camera, A vintage black and white camera with a silver lens and a black strap. ,"  A black and white photograph of a man wearing sunglasses, holding a camera with a long lens attached to it."
171,data/images/n03982430/n03982430_13651.JPEG,pool table,tower, A pool table with red balls and a black cue ball. ,  A group of people playfully attempting to stack colorful beach balls in a swimming pool. 
172,data/images/n02690373/n02690373_9676.JPEG,airplane,clownfish or fish, A large yellow and white airplane flying in the sky above an airport. ,"A brightly colored clownfish with a white spot on its tail, swimming in an underwater coral reef. "
173,data/images/n03877472/n03877472_10554.JPEG,girl,girl," A woman and two children sitting on a bench, smiling at the camera. ","  A young girl with long, curly hair and a pink dress is standing in front of a white wall. "
174,data/images/n03452741/n03452741_2540.JPEG,piano,piano," A man is sitting at a grand piano, playing music. ",  A black grand piano with a white cover. 
