,Ground Truth Image,Expected object,Predicted object,Expected Caption,Generated Caption
14,data/images/n03773504/n03773504_17692.JPEG,rocket,gloves," The image shows a missile with the word ""USA"" on it, standing in front of an American flag. ",  A pair of black leather gloves with finger openings.
15,data/images/n02607072/n02607072_304.JPEG,clownfish or fish,clownfish or fish, Two clownfish swimming among the tentacles of an anemone. ,"  A clownfish with a white spot on its tail, swimming in an aqua-blue ocean. "
16,data/images/n02124075/n02124075_57.JPEG,cat,cat, A small kitten with yellow eyes and a spotted coat is sitting on a carpeted floor. ,  A small black cat with white paws and a white spot on its head. 
17,data/images/n07873807/n07873807_2421.JPEG,pizza,pizza, A variety of pizzas on display in a restaurant. ,  A slice of pizza with a red and white checkered background. 
18,data/images/n03709823/n03709823_9033.JPEG,handbag,handbag, A black and yellow duffel bag with a black strap. ,"  A black leather handbag with a gold-colored chain and clasp, hanging from the back of a wooden hanger."
19,data/images/n03792972/n03792972_5525.JPEG,camp or camping,gloves, Two tents set up on a hillside with a rocky outcropping and trees in the background. ,"  A man wearing a black jacket and gloves, holding a skateboard."
20,data/images/n03792972/n03792972_1570.JPEG,camp or camping,bicycle, A tent set up in a field with camping gear. ,  A man is riding a bicycle with his dog sitting on the back. 
21,data/images/n03272010/n03272010_4370.JPEG,guitar,guitar, A blue electric guitar with a pickup and a cord on a white surface. ,  A black electric guitar with a white pickguard and silver hardware. 
22,data/images/n11939491/n11939491_51732.JPEG,flower,flower," The image shows a close-up of a daisy with white petals and a yellow center, surrounded by other daisies in the background. ",  A single purple flower with a yellow center. 
23,data/images/n03100240/n03100240_8794.JPEG,car,car, A black convertible car parked on a gravel driveway. ,"  A red sports car with a white roof and black trim, parked on the side of a road."
24,data/images/n03590841/n03590841_1053.JPEG,pumpkin,piano," A carved pumpkin with a face and a smaller carved pumpkin with a face, both sitting on a table with leaves around them. ",  A grand piano in a concert hall. 
25,data/images/n07873807/n07873807_7685.JPEG,pizza,fruits and vegetables," A large pizza with cheese, basil, and tomato sauce on a plate. ","  A bowl of assorted fruits, including bananas, grapes, and strawberries. "
26,data/images/n03584829/n03584829_33459.JPEG,ironing machine,handbag, An iron on a table with a compass and ink. ,"  A woman is holding a handbag with a floral pattern, standing in front of a brick wall. "
27,data/images/n03775071/n03775071_3297.JPEG,gloves,gloves," A pair of handmade, knitted gloves with a mix of brown, orange, and black yarn. ",  A pair of black leather gloves with a white stripe on the back. 
28,data/images/n04069434/n04069434_12771.JPEG,camera,tower," The image shows a black digital single-lens reflex camera (DSLR) with a lens attached, set against a white background. ","  A large, white satellite dish in a field."
29,data/images/n02492035/n02492035_24294.JPEG,monkey,elephant," Two monkeys in a tree enclosure, one grooming the other. ","  A large, gray elephant is standing in a grassy field. "
30,data/images/n02690373/n02690373_20090.JPEG,airplane,clownfish or fish, A blue and white airplane on the runway. ,"  A clownfish with a white spot on its tail, swimming in an aqua-colored ocean."
31,data/images/n03297495/n03297495_1447.JPEG,coffee maker,guitar, A vintage metal hand juicer on a table. ,"  A black electric guitar with a white pickguard and silver hardware, hanging from a stand on a wooden floor. "
32,data/images/n03272562/n03272562_608.JPEG,train,train, A blue and white train on the tracks. ,"  A blue and white train with a red stripe on the side, passing through a forested area."
33,data/images/n03773504/n03773504_6291.JPEG,rocket,handbag, A large nuclear missile inside a missile silo. ,  A brown leather handbag with a long strap and a zipper closure. 
34,data/images/n03590841/n03590841_5746.JPEG,pumpkin,ironing machine," A carved pumpkin with a jack-o-lantern face and a sign that reads ""they eat their own"" in front of it. ","  A large, white washing machine with a round opening for loading laundry."
35,data/images/n02504458/n02504458_6155.JPEG,elephant,elephant, An elephant walking in a grassy area. ,  A large gray elephant is standing on a sandy plain with trees in the background. 
36,data/images/n03709823/n03709823_7681.JPEG,handbag,handbag, A black leather handbag with a cartoon character on it. ,  A brown leather handbag with a long strap and a zipper closure. 
37,data/images/n02607072/n02607072_1617.JPEG,clownfish or fish,airplane, Two clownfish swimming near a coral reef. ,  A jumbo jet airplane on the tarmac. 
38,data/images/n04044716/n04044716_9463.JPEG,tower,camera, A large white satellite dish. ,"  A large, vintage-style camera with a black and white striped design."
39,data/images/n03888257/n03888257_18921.JPEG,parachutes,pool table, A person is kiteboarding on a frozen lake. ,"  A swimming pool with a table tennis or billiards table in the center, surrounded by sun loungers and umbrellas."
40,data/images/n11939491/n11939491_16390.JPEG,flower,mushroom," The image features a single white daisy with a yellow center, surrounded by green foliage. "," A single, large mushroom with a white cap and brownish stem. "
41,data/images/n03272562/n03272562_4339.JPEG,train,train, A train on the tracks with cargo cars behind it. ,"  A blue and white train with a red stripe on the roof, passing through a forested area."
42,data/images/n03063599/n03063599_5287.JPEG,coffee mug,canoe or boat, A white coffee mug with a brown starbucks logo on it. ,"  A small, inflatable boat with a single person at the helm. "
43,data/images/n13054560/n13054560_11059.JPEG,mushroom,flower, A mushroom growing out of a tree stump. ,  A single white flower with a dark center. 
44,data/images/n07753592/n07753592_1198.JPEG,fruits and vegetables,fruits and vegetables," A still life of fruit, including an apple, bananas, and a rose, arranged on a reflective surface. ","  A ripe, red tomato on a green leaf. "
45,data/images/n03197337/n03197337_830.JPEG,watch or watches,guitar," A digital wristwatch with a black strap and a white face, inside a clear plastic case. ","  A vintage electric guitar with a black finish, sitting on a stand and decorated with colorful stickers."
46,data/images/n04069434/n04069434_17439.JPEG,camera,tower, A person taking a selfie with a camera. ,"  A large, white satellite dish in a field. "
47,data/images/n03063599/n03063599_1096.JPEG,coffee mug,cell phone," A white mug with a green design and the word ""tea"" on it. ","  A small, white iPhone with a black case and a red button on the back."
48,data/images/n11939491/n11939491_10024.JPEG,flower,mushroom, A black and white photograph of a single daisy with a white center and a dark brown center. ,"  A large, white mushroom with a brown cap and small greenish-white stem."
49,data/images/n03452741/n03452741_2982.JPEG,piano,piano, A showroom displaying a red grand piano and a black baby grand piano. ,"  A grand piano in a concert hall, with the audience visible in the background. "
50,data/images/n04086273/n04086273_12999.JPEG,gun,gun," A vintage rifle with a wooden case, placed on a wooden table. ",  A vintage revolver with a wooden handle and metal parts.
51,data/images/n03063599/n03063599_4086.JPEG,coffee mug,coffee mug," The image shows two rings, one purple and one yellow, against a white background. ","  A white ceramic mug with a blue and red design, featuring two cartoon-style characters on the front."
52,data/images/n04086273/n04086273_2383.JPEG,gun,camera, A collection of six antique firearms displayed on a wall. ,"  A black Canon EOS camera with a white lens cap on top, sitting on a wooden table. "
53,data/images/n03792972/n03792972_8672.JPEG,camp or camping,camp or camping, A tent in a mountainous area with trees and fog. ,  A group of campers setting up tents and preparing for an outdoor adventure. 
54,data/images/n03445777/n03445777_6397.JPEG,ball,ball," A white golf ball with a black logo on it, sitting on a grassy surface. ",  A golf ball on a green grass field with a dimpled surface. 
55,data/images/n03773504/n03773504_370.JPEG,rocket,handbag, A large missile on display in a museum. ,  A brown leather handbag with a gold-colored chain and clasp.
56,data/images/n02992529/n02992529_4366.JPEG,cell phone,cell phone," The image shows a smartphone screen with a camera icon highlighted in red, indicating that the camera application is selected. ","  A small, white phone with a camera lens on the back."
57,data/images/n13054560/n13054560_294.JPEG,mushroom,mushroom," A large yellow mushroom with a brown stem and a brown cap, surrounded by green foliage. ","  A small, white mushroom with a brown cap. "
58,data/images/n02992529/n02992529_39085.JPEG,cell phone,chair, A cup of coffee on a table with a cell phone and a coffee cup. ,  A blue and white plastic chair with a metal frame. 
59,data/images/n03197337/n03197337_1351.JPEG,watch or watches,watch or watches, A person's hand with a name written on it. ,  A black digital watch with a white face and silver accents.
60,data/images/n03792782/n03792782_442.JPEG,bicycle,bicycle, A man riding a bicycle on a rocky trail. ,"  A woman rides a bicycle with her child on the back seat, both wearing helmets. "
61,data/images/n03775071/n03775071_6122.JPEG,gloves,gloves, A person wearing a coat and holding their hands together in front of them. ,  A pair of blue and white striped gloves with a black rubber band around the wrist. 
62,data/images/n03982430/n03982430_13651.JPEG,pool table,tower, A pool table with red balls and a black cue ball. ,"  A large, white satellite dish in a field."
63,data/images/n11939491/n11939491_48574.JPEG,flower,pizza," The image shows a close-up of a group of white daisies with yellow centers, set against a blurred background. ",  A large pepperoni pizza with a red and white checkered background. 
64,data/images/n02992529/n02992529_52043.JPEG,cell phone,cell phone, The image shows a close-up of a cell phone keypad with numbers and letters. ,"  A small, rectangular device with a screen and buttons, in various shades of blue."
65,data/images/n03445777/n03445777_9216.JPEG,ball,ball, A pink golf ball on a tee in a field of yellow flowers. ,  A golf ball with a dimpled surface. 
66,data/images/n03297495/n03297495_2852.JPEG,coffee maker,train," This is an image of a black coffee maker with a digital display and buttons, placed on a white background. ",  A train on a platform with people standing nearby. 
67,data/images/n03590841/n03590841_6380.JPEG,pumpkin,pumpkin," Two carved pumpkins with faces, sitting on a table. ",  A pumpkin-shaped vacuum cleaner. 
68,data/images/n03376595/n03376595_8916.JPEG,chair,chair, A wooden folding chair with a green cushion and a striped backrest. ,  A blue and white plastic chair with a metal frame. 
69,data/images/n02389026/n02389026_2094.JPEG,horse,butterfly, A brown horse grazing in a field of tall grass. ,"  A colorful butterfly with black spots on its wings, perched on a green leaf."
70,data/images/n03775071/n03775071_9939.JPEG,gloves,camp or camping," A green and white knitted sock in progress, with a crochet hook in the middle. ","  A group of people sitting around a campfire, enjoying the outdoors and each other's company. "
71,data/images/n02690373/n02690373_2109.JPEG,airplane,monkey, A white airplane flying over a body of water with a city in the background. ,  A monkey with a red bandana around its neck is sitting on a log. 
72,data/images/n03775071/n03775071_10573.JPEG,gloves,rocket, A purple knitted glove with a white stripe on the palm. ,"  A rocket with a large payload attached to its side, flying through the sky. "
73,data/images/n03775071/n03775071_15065.JPEG,gloves,rocket, Two knitted gloves with a colorful pattern on a gray surface. ,  A rocket with a large payload attached to its side.
74,data/images/n03773504/n03773504_14109.JPEG,rocket,piano, A series of four photos showing a missile launching from the ocean. ,  A grand piano with a black finish and gold accents. 
75,data/images/n02992529/n02992529_35743.JPEG,cell phone,pizza, A cell phone displaying a text message with the date and time. ,"  A slice of pizza with vegetables on top, served on a plate. "
76,data/images/n03888257/n03888257_6749.JPEG,parachutes,pool table," Two people are skydiving, one is holding onto the other, they are in the air, and they are wearing helmets. ",  A man is playing pool with a white ball on a green felt table.
77,data/images/n03590841/n03590841_6633.JPEG,pumpkin,pumpkin," A carved pumpkin with a face and eyes, sitting on a table. ","  A large, orange pumpkin with a small stem attached to its base. "
78,data/images/n03709823/n03709823_17750.JPEG,handbag,handbag, A brown leather handbag with a pocket on the front. ,  A brown leather handbag with a gold chain and clasp. 
79,data/images/n02906734/n02906734_3648.JPEG,brush,brush, A yellow and orange broom with a metal handle. ,  A woman is brushing her teeth with a toothbrush. 
80,data/images/n03180011/n03180011_4854.JPEG,computer,computer," A computer desk with a monitor, keyboard, mouse, and a lamp. ","  A desktop computer with a tower-like design, featuring multiple ports and connections."
81,data/images/n11939491/n11939491_59345.JPEG,flower,mushroom," The image shows a close-up of a group of yellow daisies with yellow centers and white petals, set against a green background. ","  A small, white mushroom with a brown cap. "
82,data/images/n02124075/n02124075_10525.JPEG,cat,cat," A gray and white cat is laying on its back, with its paws in the air, on a chair. ","  A calico cat sits on a wooden surface, with its paws folded and ears perked up. "
83,data/images/n03792972/n03792972_2062.JPEG,camp or camping,bicycle, A tent set up in a wooded area. ,  A woman is riding a bicycle with training wheels. 
84,data/images/n02607072/n02607072_304.JPEG,clownfish or fish,panda or pandas, Two clownfish swimming among the tentacles of an anemone. ,"  A panda bear is sitting on a branch, looking at the camera. "
85,data/images/n02951358/n02951358_7348.JPEG,canoe or boat,coffee mug, A painting of a man and his dog in a canoe on a lake at sunset. ,"  A white ceramic coffee mug with a blue and red design, containing a dark liquid."
86,data/images/n04069434/n04069434_3119.JPEG,camera,camera, A vintage black and white Rolleicord camera sitting on a wooden floor. ,  A vintage camera with a large lens and a black body.
87,data/images/n02281787/n02281787_1529.JPEG,butterfly,butterfly," A blue butterfly with brown spots on its wings, perched on a plant. ",  A colorful butterfly with black markings on its wings. 
88,data/images/n03709823/n03709823_7681.JPEG,handbag,ironing machine, A black leather handbag with a cartoon character on it. ,"  A woman is standing in front of a large ironing machine, holding an iron and looking at the camera."
89,data/images/n03100240/n03100240_16653.JPEG,car,car, A red convertible parked on a driveway. ,  A red sports car parked on a street. 
90,data/images/n03982430/n03982430_7125.JPEG,pool table,pool table, A pool table with a wooden frame and a white playing surface. ,  A man is playing pool with a friend in a dimly lit room.
91,data/images/n03590841/n03590841_8067.JPEG,pumpkin,gloves," A woman carving a jack-o-lantern in a kitchen, with a table full of carved pumpkins. ",  A pair of black leather gloves with a white stripe on the back. 
92,data/images/n03180011/n03180011_5279.JPEG,computer,computer," A man sitting at a computer desk, working on a computer. ","  A desktop computer with a monitor, keyboard and mouse. "
93,data/images/n03452741/n03452741_11539.JPEG,piano,piano, A black grand piano in a living room. ,  A grand piano in a concert hall. 
94,data/images/n04086273/n04086273_12999.JPEG,gun,gun," A vintage rifle with a wooden case, placed on a wooden table. ",  A revolver with a wooden handle and metal parts. 
95,data/images/n03709823/n03709823_12670.JPEG,handbag,handbag, A dark blue tote bag with brown leather accents and a tan strap. ,  A black leather handbag with a gold chain handle. 
96,data/images/n03180011/n03180011_4664.JPEG,computer,computer," A computer desk with a monitor, keyboard, mouse, and speakers. ","  A desktop computer with a monitor, keyboard, and mouse. "
97,data/images/n03063599/n03063599_858.JPEG,coffee mug,canoe or boat," Three coffee mugs with different colored handles and the word ""coffee matters"" on them. ","  A small, inflatable boat with a single person on board."
98,data/images/n04069434/n04069434_17439.JPEG,camera,camera, A person taking a selfie with a camera. ,"  A black and white photograph of a man holding a camera, with the lens facing upwards. "
99,data/images/n03773504/n03773504_370.JPEG,rocket,bicycle, A large missile on display in a museum. ,  A man is riding a bicycle with his dog on the back. 
100,data/images/n02690373/n02690373_2109.JPEG,airplane,clownfish or fish, A white airplane flying over a body of water with a city in the background. ,  A clownfish with a vibrant orange and white coloration. 
101,data/images/n02906734/n02906734_17920.JPEG,brush,brush, A woman holding a broom and standing in front of a display of brooms. ,"  A small, white flower with five petals. "
102,data/images/n03877472/n03877472_2301.JPEG,girl,girl," Two young girls sitting on the floor, smiling and posing for the camera. ",  A young girl wearing a pink dress and holding a stuffed animal. 
103,data/images/n02504458/n02504458_481.JPEG,elephant,watch or watches, Two elephants standing in the mud. ,  A black digital watch with a white face and a silver band.
104,data/images/n03063599/n03063599_3606.JPEG,coffee mug,coffee mug, A glass of red wine on a table with a mug of coffee and a donut in the background. ,  A white coffee mug with a blue and brown design. 
105,data/images/n03272010/n03272010_6978.JPEG,guitar,guitar, A white electric guitar leaning against a wall. ,  A man is playing a guitar with his left hand while holding a cigarette in his right hand.
106,data/images/n03773504/n03773504_21104.JPEG,rocket,girl," A large rocket with the name ""mace"" on it, flying through a cloudy sky. ",  A young girl wearing a pink dress and holding a stuffed animal.
107,data/images/n03272562/n03272562_4071.JPEG,train,train," An old train car sits on the tracks, waiting for its next journey. ","  A train with a red and white stripe on its side, parked at the station."
108,data/images/n04120489/n04120489_3979.JPEG,shoes,camera," The image shows a close-up of a Nike running shoe with the word ""RUNNING"" visible on the side. ",  A vintage camera with a large lens and a black body. 
109,data/images/n11939491/n11939491_5055.JPEG,flower,mushroom, A white daisy with a yellow center. ,  The center of a mushroom with gills and spores.
110,data/images/n11939491/n11939491_7263.JPEG,flower,shoes, A white daisy with yellow center in the center of a large green leaf. ,  A pair of white sneakers with blue laces and a red sole. 
111,data/images/n03063599/n03063599_691.JPEG,coffee mug,canoe or boat, A blue mug with a white logo on it. ,"  A man is standing on a small boat in the middle of a lake, holding onto a long oar. "
112,data/images/n03100240/n03100240_1391.JPEG,car,coffee mug, An orange convertible sports car on display at a car show. ,"  A white ceramic coffee mug with a blue and red design, featuring the words ""World's Best Dad"" in black letters. "
113,data/images/n13054560/n13054560_4449.JPEG,mushroom,mushroom, A mushroom growing in the wilderness. ,  A mushroom with a brown cap and white gills. 
114,data/images/n03877472/n03877472_8388.JPEG,girl,girl, A baby wearing a pink and purple pajamas is laying on a bed. ,"  A girl wearing a pink hoodie and blue jeans, standing in front of a brick wall. "
115,data/images/n02690373/n02690373_3492.JPEG,airplane,clownfish or fish, A blue and white airplane on the runway. ,"  A clownfish with a white spot on its tail, swimming near a rock in the ocean. "
116,data/images/n07753592/n07753592_1198.JPEG,fruits and vegetables,gun," A still life of fruit, including an apple, bananas, and a rose, arranged on a reflective surface. ","  A black handgun with a red dot on the barrel, surrounded by a white background. "
117,data/images/n13054560/n13054560_5228.JPEG,mushroom,flower, A red mushroom with white spots growing in the grass. ,  A single yellow flower with a dark center. 
118,data/images/n03792972/n03792972_1570.JPEG,camp or camping,camp or camping, A tent set up in a field with camping gear. ,"  A group of campers sitting around a campfire, enjoying each other's company. "
119,data/images/n03297495/n03297495_6860.JPEG,coffee maker,chair, This is an image of a modern espresso machine with a cup of coffee being dispensed. ,  A wooden chair with a cushion and metal legs. 
120,data/images/n07753592/n07753592_10233.JPEG,fruits and vegetables,pizza, A ripe banana with a brown spot on the end. ,"  A large, round pizza with a thin crust and toppings of tomato sauce, mozzarella cheese, and basil leaves. "
121,data/images/n02492035/n02492035_16869.JPEG,monkey,panda or pandas, A monkey is sitting on a palm tree branch. ,"  A panda bear is sitting on a log, looking at the camera. "
122,data/images/n02281787/n02281787_2971.JPEG,butterfly,horse, A blue butterfly perched on a tall green plant. ,"  A horse with a white face and brown mane, standing in a field."
123,data/images/n02504458/n02504458_3816.JPEG,elephant,monkey, A large elephant standing in a grassy field. ,"  A monkey sitting on a log, looking at the camera. "
124,data/images/n03709823/n03709823_7134.JPEG,handbag,handbag," A dirty, beige canvas bag with a white label on it. ","  A brown leather handbag with a gold-colored chain and clasp, featuring two compartments separated by a zippered pocket."
125,data/images/n03197337/n03197337_16730.JPEG,watch or watches,watch or watches," A black and white wristwatch with a digital display, sitting on a brown box. ",  A black digital watch with a white face and hands.
126,data/images/n02281787/n02281787_2105.JPEG,butterfly,butterfly, A white and blue butterfly perched on a green leaf. ,  A colorful butterfly with black spots on a leaf. 
127,data/images/n03272010/n03272010_6219.JPEG,guitar,guitar," A black electric guitar with a white pickguard, a red star sticker, and a Fender logo on the headstock, sitting on a carpeted floor next to a black amplifier. ",  A black electric guitar with a white pickguard and silver-colored knobs on the body.
128,data/images/n03590841/n03590841_1053.JPEG,pumpkin,pumpkin," A carved pumpkin with a face and a smaller carved pumpkin with a face, both sitting on a table with leaves around them. ",  A carved pumpkin with a face on it. 
129,data/images/n03792782/n03792782_51296.JPEG,bicycle,bicycle, A green bicycle parked on a brick sidewalk. ,  A man is riding a bicycle on a dirt path surrounded by trees.
130,data/images/n02906734/n02906734_17920.JPEG,brush,brush, A woman holding a broom and standing in front of a display of brooms. ,  A man is holding a toothbrush with bristles that are long and white. 
131,data/images/n03590841/n03590841_6380.JPEG,pumpkin,girl," Two carved pumpkins with faces, sitting on a table. ","  A young girl wearing a pink hooded jacket and matching pants, standing in front of a white wall with colorful graffiti. "
132,data/images/n13054560/n13054560_294.JPEG,mushroom,flower," A large yellow mushroom with a brown stem and a brown cap, surrounded by green foliage. ",  A single yellow flower with a dark brown center. 
133,data/images/n13054560/n13054560_9747.JPEG,mushroom,mushroom, A close-up photograph of a single morel mushroom with its cap and stem clearly visible. ,"  A large, white mushroom with a brown cap and stem. "
134,data/images/n03445777/n03445777_5342.JPEG,ball,ball, A white golf ball with a logo on it. ,  A white tennis ball on a green grass surface. 
135,data/images/n03792972/n03792972_474.JPEG,camp or camping,girl, A dog sitting next to a tent on a city street. ,  A young girl wearing a pink dress and holding a stuffed animal. 
136,data/images/n03590841/n03590841_6382.JPEG,pumpkin,handbag," A carved pumpkin with a jack-o-lantern face sits on a table, surrounded by Halloween decorations. ",  A brown leather handbag with a gold-colored chain and clasp. 
137,data/images/n02992529/n02992529_39085.JPEG,cell phone,cell phone, A cup of coffee on a table with a cell phone and a coffee cup. ,  A black and white cell phone with a screen showing the Google logo. 
138,data/images/n02124075/n02124075_4027.JPEG,cat,cat," A cat with its eyes closed, looking content and relaxed. ","  A small, striped cat with large eyes and a long tail. "
139,data/images/n03709823/n03709823_7134.JPEG,handbag,gloves," A dirty, beige canvas bag with a white label on it. ",  A pair of black leather gloves with a white stripe down the back. 
140,data/images/n03888257/n03888257_16741.JPEG,parachutes,parachutes, A group of people are flying a colorful kite in a park. ,  A man is jumping out of an airplane while wearing a parachute.
141,data/images/n02690373/n02690373_736.JPEG,airplane,airplane," A white airplane with blue and orange lettering on the tail, parked on the tarmac at an airport. ","  A small airplane with a red and white color scheme, parked on the tarmac. "
142,data/images/n03180011/n03180011_5834.JPEG,computer,guitar," A desktop computer with a monitor, keyboard, and mouse on a white background. ",  A black electric guitar with a white pickguard and silver-colored knobs on the headstock.
143,data/images/n07753592/n07753592_3018.JPEG,fruits and vegetables,shoes, A bunch of bananas growing on a tree. ,  A pair of white and blue sneakers with a thick sole. 
144,data/images/n03584829/n03584829_28308.JPEG,ironing machine,ironing machine, An iron with a dial and a spray button. ,"  An ironing board with a flat surface and an iron on it, next to a pile of clothes. "
145,data/images/n03272562/n03272562_8931.JPEG,train,train, Two red trains parked on train tracks. ,  A blue and white train with a red stripe is parked on the tracks. 
146,data/images/n07873807/n07873807_3354.JPEG,pizza,shoes, A large pepperoni pizza in a box. ,  A pair of black and white high-top sneakers with a red swoosh logo on the side. 
147,data/images/n03792782/n03792782_1105.JPEG,bicycle,bicycle, A group of people on bicycles in a forested area. ,  A man is riding a bicycle on a road. 
148,data/images/n03773504/n03773504_8896.JPEG,rocket,handbag, A white missile on display in a museum. ,"  A woman holds a large, brown handbag with a gold chain attached to it."
149,data/images/n03888257/n03888257_39168.JPEG,parachutes,girl," A group of parachutists in the sky, performing a stunt, with smoke trailing behind them. ",  A girl wearing a colorful swimsuit and holding an inflatable ring.
150,data/images/n03709823/n03709823_14136.JPEG,handbag,rocket," A small, colorful, child's tote bag with a cartoon character on it, sitting on a wooden floor. ","  A rocket with a large payload attached to its top, surrounded by smoke and flames. "
151,data/images/n04120489/n04120489_6792.JPEG,shoes,camera, A person's feet wearing white and blue sneakers. ,  A black camera with a lens and a flash attachment on top. 
152,data/images/n02124075/n02124075_6197.JPEG,cat,cat, A white cat and a gray cat stand on a dirt road in front of a house. ,"  A calico cat with a white nose and whiskers, sitting on a gray background. "
153,data/images/n02492035/n02492035_16869.JPEG,monkey,cat, A monkey is sitting on a palm tree branch. ,"  A small, black-and-white cat with large eyes and a short tail sits on its hind legs. "
154,data/images/n02106662/n02106662_49005.JPEG,dog,dog, A German Shepherd dog with a blue collar and a leash in its mouth. ,  A small dog with a white collar and leash attached to its neck.
155,data/images/n03100240/n03100240_18492.JPEG,car,car," A vintage white car with a red interior and a black roof, parked on a street. ",  A red sports car with a black convertible top parked on the side of a road.
156,data/images/n03792972/n03792972_8672.JPEG,camp or camping,bicycle, A tent in a mountainous area with trees and fog. ,  A man is riding a bicycle on a dirt path surrounded by trees.
157,data/images/n03100240/n03100240_10410.JPEG,car,coffee mug, A vintage blue Volkswagen Beetle parked in a parking lot. ,  A white ceramic coffee mug with a blue and green floral design. 
158,data/images/n02690373/n02690373_398.JPEG,airplane,horse, American airlines passenger jet in flight. ,"  A white horse with a black mane and tail, standing in a field. "
159,data/images/n03376595/n03376595_852.JPEG,chair,chair, A colorful folding chair with a checkered pattern. ,  A wooden chair with a cushion and metal legs. 
160,data/images/n03792972/n03792972_1036.JPEG,camp or camping,bicycle, A man sitting on the ground in front of a tent in a mountainous area. ,  A man is riding a bicycle on a dirt road. 
161,data/images/n02124075/n02124075_14886.JPEG,cat,cat, A cat with yellow eyes and a white nose. ,  A cat sitting on a chair with its paws folded. 
162,data/images/n07873807/n07873807_16625.JPEG,pizza,flower, A large pizza with various toppings on a metal tray on a table. ,  A single yellow flower with a dark center. 
163,data/images/n04120489/n04120489_5424.JPEG,shoes,pizza," Two men sitting on a boat with their feet on a board, wearing sneakers and drinking water. ","  A large pizza with a variety of toppings, including vegetables and meat. "
164,data/images/n02281787/n02281787_2216.JPEG,butterfly,butterfly, A small blue butterfly perched on a rock. ,"  A colorful butterfly with black markings on its wings, resting on a leaf. "
165,data/images/n03792782/n03792782_51723.JPEG,bicycle,bicycle," A man riding a bicycle on a steep, narrow path. ",  A man is riding a bicycle on a dirt road in the mountains.
166,data/images/n03584829/n03584829_36033.JPEG,ironing machine,ironing machine, An iron on a table. ,  A washing machine with a large capacity for bulky items. 
167,data/images/n02906734/n02906734_6542.JPEG,brush,brush, A collection of four brooms with different colored bristles. ,  A toothbrush with a handle and bristles. 
168,data/images/n02951358/n02951358_30776.JPEG,canoe or boat,cell phone, A group of people in kayaks on the ocean. ,"  A small, white cell phone with a black case and a screen displaying text messages."
169,data/images/n03180011/n03180011_10086.JPEG,computer,car," A man sitting at a desk in a room with two computers, a monitor, and a keyboard. ",  A red sports car with a black convertible top and white racing stripes on the sides.
170,data/images/n04069434/n04069434_9030.JPEG,camera,camera, A vintage black and white camera with a silver lens and a black strap. ,  A black and white photograph of a woman's hand holding a camera.
171,data/images/n03982430/n03982430_13651.JPEG,pool table,tower, A pool table with red balls and a black cue ball. ,"  A large, white satellite dish in a field."
